IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n42;40;40;56;['saldskābmaize', 'rudzu milti', 'kviešu milti', 'cukurs', 'raugs', 'ķimenes', 'sāls', 'rudzu iesals', 'kviešu lipeklis', 'rapšu eļļa', 'krējuma sīpolu aromāts', 'sāls', 'sīpolu pulveris', 'dekstroze', 'garšas pastiprinātāji', 'e621', 'e635', 'cukurs', 'piena pulveris', 'kviešu proteīna olbaltumvielas', 'kviešu ekstrakts', 'ķiploku pulveris', 'siera pulveris', 'kvieši', 'siers', 'sviests', 'sāls', 'skābuma regulētājs', 'e270', 'e330', 'palmu eļļa', 'aromatizētājs', 'garšvielas', 'irdinātājs', 'e551', 'skābuma regulētājs', 'e327', 'hidrolizētas augu olbaltumvielas', 'saulespuķu eļļa', 'sāls'];[': saldskābmaize {rudzu milti, kviešu milti, cukurs, raugs,\nķimenes, sāls, rudzu iesals, kviešu lipeklis}, rapšu eļļa, krējuma sīpolu\naromāts 2% {sāls, sīpolu pulveris, dekstroze, garšas pastiprinātāji:\ne621, e635, cukurs, piena pulveris, kviešu proteīna olbaltumvielas,\nkviešu ekstrakts, ķiploku pulveris, siera pulveris {kvieši, siers,\nsviests, sāls}, skābuma regulētājs: e270, e330, palmu eļļa,\naromatizētajs, garšvielas, irdinātājs: e351, skābuma regulētājs: e327,\nhidrolizētas augu olbaltumvielas, saulespuķu eļļa}, sals.\n\n'];4;4;['piena pulveris', 'siera pulveris', 'siers', 'sviests'];['krējuma', 'piena', 'siera', 'siers'];3;1;1;['siers', 'piena', 'siera'];['sviests'];['krējuma']
n43;25;25;39;['rapšu eļļa', 'ūdens', 'sinepes', 'ūdens', 'sinepju pulveris', 'cukurs', 'rapšu eļļa', 'sāls', 'skābuma regulētājs etiķskābe', 'konservants kālija sorbāts', 'etiķis', 'medus', 'olu pulveris', 'modificēta ciete', 'sāls', 'cukurs', 'stabilizētāji', 'ksantāna', 'guāra sveķi', 'krāsviela beta', 'karotīns', 'ķiploku pulveris', 'konservants kālija sorbāts', 'melnie pipari', 'antioksidants e385'];[': rapšu eļļa, ūdens,\nsinepes 5,5% {ūdens, sinepju\npulveris 28,5%, cukurs, keita\nsāls, skābuma regulētājs etiķskābe,\nkonservants kālija sorbāts}, etiķis,\nmedus, olu pulveris, modificēta\nciete, sāls, cukurs, stabilizētāji\n{ksantāna, guāra sveķi}, krāsviela —\nbeta-karotīns, ķiploku pulveris,\nkonservants kālija sorbāts, melnie —\npipari, antioksidants e385. rapšu\n\n'];2;2;['medus', 'olu pulveris'];['olu pulveris', 'medus'];2;0;0;['olu pulveris', 'medus'];[];[]
n45;24;24;55;['saulespuķu eļļa', 'ūdens', 'tomātu biezenis', 'etiķis', 'cukurs', 'glikozes', 'fruktozes sīrups', 'olu dzeltenums', 'sāls', 'modificēta kukurūzas ciete', 'dilles', 'vorčesteras mērce', 'miežu iesala etiķis', 'melase', 'invertcukura sīrups', 'citronu eļļa', 'sinepju pulveris', 'biezinātāji', 'ksantāna sveķi', 'guāra sveķi', 'aromatizētāji', 'krāsaviela', 'riboflavīns', 'diļļu ekstrakts'];[': saulespuķu eļļa, ūdens, tomātu biezenis 15%,\netiķis, cukurs, glikozes - fruktozes sīrups, olu dzeltenums,\nsāls, modificēta kukurūzas ciete, dilles 1,1 %, vorčesteras\nmērce {miežu iesala etikis, melase, invertcukura sīrups,\nūdens, sīpoli, sāls, tamarinda ekstrakts, ķiploki, garšvielas,\ncitronu eļļa}, sinepju pulveris, biezinātāji: ksantāna sveķi, |\nguāra sveki, aromatizētāji, krāsaviela: riboflavīns, diļļu p\nekstrakts. ā | a ta 0 a aa n je t as\n\n'];1;1;['olu dzeltenums'];['olu dzeltenums'];1;0;0;['olu dzeltenums'];[];[]
n48;40;40;59;['ūdens', 'rapšu eļļa', 'invertcukura sīrups', 'sarkanvīna etiķis', 'konservēts sarkana paprika', 'ananāsu sulas koncentrāts', 'sinepju sēklas', 'kornišoni', 'cukurs', 'garšvielas', 'ķimenes', 'paprika', 'kajēnas pipari', 'oregano', 'kurkuma', 'koriandrs', 'ingvers', 'krustnagliņas', 'melnie pipari', 'baltie pipari', 'piparmētra', 'rozā pipari', 'zaļie pipari', 'čili', 'olu dzeltenuma pulveris', 'modificēta ciete', 'sāls', 'etiķis', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'sīpoli', 'ķiploki', 'ābolu etiķis', 'konservanti', 'e202', 'e211', 'garšas pastiprinātāji', 'e621', 'aromatizētāji'];[': ūdens, rapšu eļļa, invertcukura\nsīrups, sarkanvīna etiķis, konservēts sarkana\npaprika {6%}, ananāsu sulas koncentrāts,\nsinepju sēklas, kornišoni, cukurs, garšvielas\n{ķimenes, paprika, kajēnas pipari, regana.\nkurkuma, koriandrs, ingvers, krustnagliņas,\nmelnie pipari, baltie polu piparmētra, rozā\npipari, zaļie pipari, čili}, olu dzeltenuma pul-\nveris, modificēta ciete, sāls, etiķis, biezinātāji\niguāra sveķi, ksantāna sveķi}, ri ķiploki,\nalolu etiķis, konservanti {e202, e211}, garsas\n\npastiprinātāji {e621}, aromatizētāji.\n\n'];1;1;['olu dzeltenuma pulveris'];['olu'];1;0;0;['olu'];[];[]
n52;16;16;23;['ūdens', 'rapšu eļļa', 'tomātu pasta', 'cukurs', 'modificēta ciete', 'sāls', 'vājpiena pulveris', 'skābuma regulētājs', 'etiķskābe', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'garšvielas', 'aromatizētāji', 'konservants', 'kālija sorbāts'];[': ūdens, rapšu eļļa, tomātu pasta, cukurs, modificēta\n\nciete, sāls, vājpiena s plveik, skābuma regulētājs {etiķskābe},\nbiezinātāji {guāra sveķi, ksantāna sveķi}, garšvielas, aromatizētaji,\nkonservants {kālija sorbāts}.\n\n'];1;1;['vājpiena pulveris'];['vājpiena'];1;0;0;['vājpiena'];[];[]
n53;25;25;32;['ūdens', 'rapšu eļļa', 'cukurs', 'vājpiena pulveris', 'siers', 'siera aromatizētājs', 'satur', 'sūkalu pulveri', 'siera pulveri', 'sinepju pulveris', 'olu dzeltenuma puveris', 'ķiploki', 'sīpoli', 'vorčesteras mērce', 'sāls', 'biezinātāji', 'modificēta ciete', 'guāra sveķi', 'ksantāna sveķi', 'garšvielas', 'skābuma regulētāji', 'etiķskābe', 'pienskābe', 'konservants', 'kālija sorbāts'];[': ūdens, apšu eļļa, cukurs, vājpiena pulveris, siers, siera\naromatizētājs or sūkalu pulveri, siera pulveri}, sinepju im olu\ndzeltenuma pulveris, ķiploki, sīpoli, vorcesteras mērce, sāls, biezinātāj\n{modificēta ciete, guāra sveķi, ksantāna sveki}, garšvielas, skābuma\nregulētāji {etiķskābē, pienskābe}, konservants {kālija sorbāts}. |\n\n'];6;6;['vājpiena pulveris', 'siers', 'siera aromatizētājs', 'sūkalu pulveri', 'siera pulveri', 'olu dzeltenuma puveris'];['vājpiena pulveris', 'siers', 'siera', 'sūkalu', 'siera', 'olu'];6;0;0;['vājpiena pulveris', 'siers', 'siera', 'sūkalu', 'siera', 'olu'];[];[]
n54;26;26;38;['rapšu eļļa', 'ūdens', 'cukurs', 'sarkanvīna etiķis', 'sinepes', 'ūdens', 'sinepju sēklas', 'cukurs', 'etiķis', 'sāls', 'tomātu pasta', 'olu dzeltenums', 'jodēts sāls', 'garšvielas', 'tai skaitā čili pipari', 'modificēta ciete', 'skābuma regulētājs', 'citronskābe', 'biezinātājs', 'ksantāna sveķi', 'konservants', 'kālija sorbāts', 'krāsviela', 'paprikas ekstrakts', 'antioksidants', 'e385'];['oastāvdaļas: rapšu eļļa, ūdens, cukurs, sarkanvīna etiķis, sinepes {ūdens,\nsinepju sēklas, cukurs, etiķis, sāls}, tomātu pasta 3%, olu dzeltenums,\njodēts sāls, garšvielas {tai skaitā čili pipari 0,2%}, modificēta ciete, skābuma\no {citronskābe}. biezinātājs. {ksantāna me konservants {kālija\nsorbāts}, krāsviela {paprikas:ekstrakts}, antioksidants {e389}.\n\n'];1;1;['olu dzeltenums'];['olu dzeltenums'];1;0;0;['olu dzeltenums'];[];[]
n55;20;20;27;['ūdens', 'rapšu eļļa', 'piena pulveris', 'cukurs', 'modificēta ciete', 'sāls', 'ķiploki', 'olu dzeltenuma pulveris', 'pētersīļi', 'skābuma regulētāji', 'etiķskābe', 'citronskābe', 'ābolskābe', 'askorbīnskābe', 'ķiploku aromatizētāji', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'konservants', 'kālija sorbāts'];[': ūdens. rapšu eja piena pulveris, cukurs. modificēta\nciete. sāls. ķiploki {07%} olu ae mg pētersīļi, skābuma\nregulētāji {etiķskābe, citronskābe, ābolskābe, askorbīnskābe}, ķiploku\naromatizētāji. biezinātāji {guāra sveķi, ksantāna sveķi}. konservants\n{kālija sorbāts}.\n\n'];2;2;['piena pulveris', 'olu dzeltenuma pulveris'];['piena', 'olu'];2;0;0;['piena', 'olu'];[];[]
n57;23;23;36;['ūdens', 'rapšu eļļa', 'cukurs', 'ananāsu sulas koncentrāts', 'baltvīna etiķis', 'olu dzeltenuma masa', 'mango pārslas', 'mango biezenis', 'sinepes', 'modificēta ciete', 'spirta etiķis', 'sāls', 'karija pulveris', 'biezinātājs', 'ksantāna sveķi', 'garšvielas', 'konservants', 'kālija sorbāts', 'paprikas aromatizētājs', 'krāsviela', 'beta karotīns', 'antioksidants', 'e385'];[': ūdens, rapšu eļļa, cukurs, ananāsu sulas koncentrāts,\nbaltvīna etiķis, olu dzeltenuma masa, mango pārslas 2%, mango\nbiezenis 1,5%. sinepes, modificēta ciete, spirta etiķis , sāls, karija pulvēris\n0,9%. biezinātājs {ksantāna sveķi}, garšvielas, konservants {kālija ira\npaprikas aromatizētējs, krāsviela {beta karotīns}. antioksidants {e389}.\n\n'];1;1;['olu dzeltenuma masa'];['olu'];1;0;0;['olu'];[];[]
n58;27;27;39;['ūdens', 'rapšu eļļa', 'siera pulveris', 'siers', 'emulģējošā sāls e331', 'sāls', 'es', 'biezinātājs', 'modificēta kukurūzas ciete', 'fruktoze', 'sāls', 'stabilizētāju maisījums', 'piena olbaltumvielas', 'biezinātājs e1422', 'paniņu pulveris', 'stabilizētāji', 'e415', 'e435 e412', 'sūkalu pulveris', 'olu dzeltenuma pulveris', 'sāls', 'glikozes sīrups', 'sinepju ekstrakts', 'skābuma regulētājs', 'etiķskābe', 'garšvielas', 'ķiploku eļļa'];[': ūdens, rapšu.eļļa, siera pulveris 3%\nsiers, emulģējošā sāls e331, sāls} {es}, biezinātājs {modificēta\nkukurūzas ciete}, fruktoze, sāls, stabilizētāju maisījums {piena\nolbaltumvielas, biezinātājs e1422, paniņu pulveris, stabilizētāji-\ne415, e435 e412, sūkalu pulveris, olu dzeltenuma pulveris, sāk,\nģikoressīruņs}, sinepju ekstrakts, skābuma regulētājs {etiķskābe},\ngaršvielas, ķiploku ella:0:03%. kiploku eļlas izcelsme. |\n\n'];6;6;['siera pulveris', 'siers', 'piena olbaltumvielas', 'paniņu pulveris', 'sūkalu pulveris', 'olu dzeltenuma pulveris'];['sūkalu pulveris', 'siera', 'siers', 'piena', 'paniņu', 'olu'];6;0;0;['sūkalu pulveris', 'siers', 'siera', 'piena', 'paniņu', 'olu'];[];[]
n60;11;11;13;['rapšu eļļa', 'ūdens', 'olu dzeltenums', 'cukurs', 'spirta etiķis', 'sinepes', 'sāls', 'krāsviela', 'beta karotīns', 'antioksidants', 'e385'];[': rapšu eļļa, ūdens, olu\ndzeltenums, cukurs, spirta etiķis,\nsinepes, sāls, krāsviela {beta karotīns},\nantioksidants {e385}.\n\n'];1;1;['olu dzeltenums'];['olu dzeltenums'];1;0;0;['olu dzeltenums'];[];[]
n61;12;12;23;['pilngraudu auzu pārslas', 'oligofruktoze', 'cukurs', 'pilngraudu kviešu pārslas', 'saulespuķu eļļa', 'rīsu ekstrudāts', 'rīsu milti', 'sasaldējot kaltēti zemeņu gabaliņi', 'medus', 'sāls', 'dabīgs aromatizētājs', 'antioksidants e306'];[": pilngraudu auzu pārslas 52%, oligofruktoze, cukurs, pilngraudu\n| kviešu pārslas 9%, saulespuķu eļļa, rīsu ekstrudāts 6% {rīsu milti}, sasaldējot kaltēti zemeņu gabaliņi 3%, medus,\n'sāls, dabīgs aromatizētājs, antioksidants e306. var.\n\n"];1;1;['medus'];['medus'];1;0;0;['medus'];[];[]
n64;15;15;23;['ūdens', 'tomātu pasta', 'liellopa gaļa', 'cūkgaļa', 'sasmalcināti tomāti', 'olīveļļa', 'tomātu sula', 'selerija', 'burkāni', 'sīpoli', 'kukurūzas ciete', 'sāls', 'cukurs', 'aromatizētājs', 'skābuma regulētājs e270'];['— dastavdajas: udens tomātu pasta e7470 lenopa gala 11,774 cūkgaļa\n117m sasmalcināt tomāti 83% olveļa, tomātu sule, selerija,\nburkāni spa! kukurūzas cete sils cukurs aromatzētāj bura.\n\n'];2;1;['liellopa gaļa', 'cūkgaļa'];['cūkgaļa'];1;1;0;['cūkgaļa'];['liellopa gaļa'];[]
n65;12;12;22;['piens', 'krējums', 'siera pulveris', 'no cietā siera', 'zilā siera', 'čedaras', 'mocarella', 'modificēta kukurūzas ciete', 'sāls', 'ķiploku pulveris', 'melnie pipari', 'kurkuma'];[':\npiens, krējums, siera pulveris 6 5% {no cietā siera, zilā siera, čedaras,\nmocarella}, modificēta kukurūzas ciete, sāls, ķiploku pulveris, melnie pipari,\nkurkuma 1009 produkta uzturvērtība: enerģētiskā vērtība 600kj/ ez\n\n'];7;4;['piens', 'krējums', 'siera pulveris', 'no cietā siera', 'zilā siera', 'Čedaras', 'mocarella'];['zilā siera', 'piens', 'siera', 'mocarella'];4;3;0;['zilā siera', 'piens', 'mocarella', 'siera'];['krējums', 'no cietā siera', 'Čedaras'];[]
n67;10;10;16;['kukurūzas graudi', 'palmu eļļa', 'sāls', 'aromatizētāji', 'emulgators', 'saulespuķu lecitīns', 'siera pulveris', 'no piena', 'krāsviela', 'jaukti karotīni'];[': kukurūzas graudi\n{77 %}, palmu eļļa, sāls, aromatizētāji, emulgators:\nsaulespuķu lecitīns, siera pulveris {0,14 %} {no\npiena}, krāsviela: jaukti karotīni. uzglabāt sausā, no\n\n'];2;2;['siera pulveris', 'no piena'];['siera', 'piena'];2;0;0;['siera', 'piena'];[];[]
n72;24;24;38;['cukurs', 'kviešu milti', 'palmu eļļa', 'šī eļļa', 'rapšu eļļa', 'kakao pulveris ar samazinātu tauku saturu', 'vājpiena pulveris', 'kviešu ciete', 'laktoze', 'no piena', 'glikozes', 'fruktozes sīrups', 'emulgatori', 'sojas lecitīni', 'e492', 'e476', 'irdinātāji', 'amonija karbonāti', 'kālija karbonāti', 'nātrija karbonāti', 'sāls', 'skābuma regulētājs', 'nātrija hidroksīds', 'aromatizētāji'];[': cukurs, kviešu\nmilti, palmu eļļa, šī eļļa, rapšu eļļa, kakao pulveris ar samazinātu tauku\nsaturu {4,8%}, vājpiena pulveris, kviešu ciete, laktoze {no piena},\nglikozes-fruktozes sīrups, emulgatori {sojas lecitīni, e492, e476},\nirdinātāji {amonija karbonāti, kālija karbonāti, nātrija karbonāti}, sāls,\nskābuma regulētājs {nātrija hidroksīds}, aromatizētāji.\n\n'];3;3;['vājpiena pulveris', 'laktoze', 'no PIENA'];['vājpiena pulveris', 'laktoze', 'piena'];2;1;1;['vājpiena pulveris', 'laktoze'];['no PIENA'];['piena']
n73;21;21;47;['kviešu milti', 'pildījumu ar šokolādes garšu', 'cukurs', 'palmu tauki', 'attaukots kakao pulveris', 'emulgators', 'e322', 'aromatizētājs', 'cukurs', 'palmu tauki', 'attaukots kakao pulveris', 'putu dzēsējs', 'e500ii', 'e503ii', 'saldo sūkalu pulveris', 'no piena', 'sāls', 'glikozes un fruktozes sīrups', 'aromatizētājs', 'emulgators', 'e322'];[': kviešu milti, pildījumu ar šokolādes garšu {cukurs, palmu tauki, attaukots kakao pulveris 18,8%, emulgators: 5322,\naromatizētājs}, cukurs, palmu tauki, attaukots kakao pulveris 7,7%, putu dzēsējs: e500ii, e503ii, saldo sūkalu pulveris {no piena}, sāls, glikozes un\nfruktozes sīrups, aromatizētājs, emulgators: e322. var. ražots es. kakao no ārpus es. glabāt sausā un no sasilšanas\n\n'];2;2;['saldo sūkalu pulveris', 'no piena'];['sūkalu pulveris', 'piena'];2;0;0;['sūkalu pulveris', 'piena'];[];[]
n74;9;9;22;['cukurs', 'rapšu eļļa', 'maltodekstrīns', 'palmu eļļa', 'pilnpiena pulveris', 'kokosriekstu pārslas', 'emulgators', 'lecitīni', 'sāls'];['bounty šokolādes krēms ar kokosriekstu\nskaidiņām 200gr. cukurs, rapšu eļļa,\nmaltodekstrīns, palmu eļļa, pilnpiena pulveris\n{9%}, kokosriekstu pārslas {6%}, emulgators:\niecitīni, sāls uzglabāt vēsā, sausā vietā.\n\n'];1;1;['pilnpiena pulveris'];['pilnpiena pulveris'];1;0;0;['pilnpiena pulveris'];[];[]
n75;9;9;27;['auzu pārslas pilngraudu', 'augu eļļa', 'kokosriekstu', 'rapšu', 'cukurs', 'kviešu milti', 'saulespuķu sēklas', 'kefīrs', 'pārtikas sāls'];[': auzu pārslas pilngraudu 38%, augu eļļa {kokosriekstu,\nid cukurs, kviešu milti, saulespuķu sēklas 12%, kefīrs, pārtikas sāls.\nprodukts ražots darba vidē, kur nevar izslēgt alergēnu {zemesriekstu,\ncitu riekstu, olu, sezama sēklu} ietekmi.\n\n'];1;2;['kefīrs'];['kefīrs', 'olu'];1;0;1;['kefīrs'];[];['olu']
n76;9;9;29;['auzu pārslas pilngraudu', 'augu eļļa', 'kokosriekstu', 'rapšu', 'cukurs', 'rozīnes', 'kviešu milti', 'kefīrs', 'pārtikas sāls'];[': auzu pārslas pilngraudu 40 %, augu eļļa {kokosriekstu,\nrapšu}, cukurs, rozīnes 14%, kviešu milti, kefīrs, pārtikas sāls.\nprodukts ražots darba vidē, kur nevar izslēgt alergēnu {zemesriekstu,\ncitu riekstu, olu, sezama sēklu} ietekmi. et a —\n\n'];1;2;['kefīrs'];['kefīrs', 'olu'];1;0;1;['kefīrs'];[];['olu']
n79;31;31;52;['kviešu milti', 'cukurs', 'margarīns', 'augu tauki', 'palmu', 'un eļļa', 'rapšu', 'ūdens', 'emulgatori', 'taukskābju mono', 'un diglicerīdi', 'lecitīns', 'rapšu', 'sāls', 'glikozes', 'fruktozes sīrups', 'kaltētas dzērveņu sēklas', 'kaltētas smalcinātas dzērvenes', 'dzērvenes', 'cukurs', 'saulespuķu eļļa', 'saldināts iebiezināts piens', 'sūkalu pulveris', 'olu pulveris', 'irdinātāji', 'nātrija hidrokarbonāts', 'amonija hidrokarbonāts', 'sāls', 'aromatizētāji', 'emulgators', 'sojas lecitīni'];['ē— - o\nlv cepumi "pētergailis dzērvene”. aastāviajas. kviešu milti, cukurs, margarīns {auņu tauki {palmu}\nun eļļa {rapšu}. ūdens, res taukskābju mono- un diglicerīdi. lecitīns {rapšu}, sāls}, glikozes-truktozes sīru\nkaltētas dzērveņu sēklas 2 %. kaltētas smalcinātas dzērvenes 15 % {dzērvenes 60 %. cukurs, saulespuķu ela}\nsaldināts iebiezināts piens, sūkalu pulveris, olu pulveris, irdinātāji: ale hidrokarbonāts, amonija hidrokarbonāts,\nsāls, aromatizētāj. emulgators: sojas lecitini produkts var'];3;3;['saldināts iebiezināts piens', 'sūkalu pulveris', 'olu pulveris'];['sūkalu pulveris', 'olu', 'piens'];3;0;0;['sūkalu pulveris', 'olu', 'piens'];[];[]
n81;8;8;22;['kviešu milti', 'sausais vājpiens', 'cukurs', 'olu pulveris', 'šķīstošais raugs', 'raugs', 'emulgators e491', 'sāls'];[' / coctab / ingredients:\nkviešu milti, sausais vājpiens, cukurs, olu pulveris, šķīstošais raugs {raugs, emulgators e491}, sāls.\ntuwen4muhas myka, cyx0e 06e3.xmpehhoe momoko, caxap, amuhdim nopoluok, pactbopmmbilē hjpoxk\n\n'];2;2;['sausais vājpiens', 'olu pulveris'];['sausais vājpiens', 'olu pulveris'];2;0;0;['sausais vājpiens', 'olu pulveris'];[];[]
n82;22;22;30;['kviešu milti', 'maisījums rauga mīklai', 'salds sūkalu', 'piens', 'pulveris', 'piena cukurs', 'kviešu milti', 'kviešu lipeklis', 'sāls', 'cukurs', 'fruktoze', 'emulgatori', 'e472e', 'e471', 'fermenti', 'kviešu', 'miltu apstrādes līdzeklis', 'askorbīnskābe', 'cukurs', 'šķīstošais raugs', 'raugs', 'emulgators e491'];['kviešu milti, maisījums rauga mīklai {salds sūkalu {piens} pulveris, piena cukurs, kviešu milti, kviešu lipeklis, sāls, cukurs, fruktoze,\nemulgatori: £472e, e471, fermenti {kviešu}, miltu apstrādes līdzeklis: askorbīnskābe}, cukurs, šķīstošais raugs {raugs, emulgators e491}.\n\n'];3;2;['salds sūkalu', 'piens', 'piena cukurs'];['sūkalu', 'piena'];2;1;0;['sūkalu', 'piena'];['piens'];[]
n84;12;12;27;['šokolāde', 'cukurs', 'kakao masa', 'kakao pulveris ar samazinātu tauku saturu', 'dabīgs vaniļas aromatizētājs', 'cukurs', 'kviešu milti', 'kakao ar samazinātu tauku saturu', 'olu baltuma pulveris', 'albumīns', 'sāls', 'irdinātājs e500'];[':\n| šokolāde 40% {cukurs, kakao masa, kakao\n=} pulveris ar samazinātu tauku saturu, dabīgs\nvaniļas aromatizētājs}, cukurs, kviešu milti,\nkakao ar samazinātu tauku saturu, olu baltuma\npulveris {albumīns}, sāls, irdinātājs e500.\nvar. ieteicams\n\n'];2;2;['olu baltuma pulveris', 'albumīns'];['olu baltuma', 'albumīns'];2;0;0;['albumīns', 'olu baltuma'];[];[]
n85;17;17;37;['cukurs', 'kviešu milti', 'tauku pulvera maisījums', 'kokosriekstu eļļa', 'glikozes sīrups', 'piena olbaltumvielas', 'stabilizētājs e451', 'pretsalipes vielas e551', 'kakao pulveris ar samazinātu tauku saturu', 'šokolāde', 'cukurs', 'kakao masa', 'kakao sviests', 'emulgators e322', 'no sojas', 'dabīgais aromatizētājs', 'sāls'];[': cukurs, kviešu milti, tauku\npulvera maisijums {kokosriekstu eļļa, glikozes\nsirups, piena olbaltumvielas, stabilizētājs e451,\npretsalipes vielas e551}, kakao pulveris ar\nsamazinātu tauku saturu, šokolāde 5% {cukurs,\nkakao masa, , emulgators e322 {no\nsojas}}, dabīgais aromatizētājs, sāls. kakao saturs\nvismaz 40,1%. var. ieteicams\n\n'];1;1;['piena olbaltumvielas'];['piena'];1;0;0;['piena'];[];[]
n88;24;24;40;['zirņu milti', 'grauzdiņi', 'kviešu milti', 'palmu eļļa', 'sāls', 'raugs', 'antioksidanti', 'ekstrakti no rozmarīna', 'sāls', 'kartupeļu ciete', 'rauga ekstrakts', 'kaltēti dārzeņi', 'sīpoli', 'ķiploki', 'kūpināti cūku tauki', 'sausais glikozes sīrups', 'cukurs', 'aromatizētāji', 'ar kviešiem', 'majorāns', 'melnie pipari', 'skābe', 'citronskābe', 'kūpināšanas aromatizētāji'];['s jastāvdaļas: ziņu milti 64,2%, gauži 91% {kviešu milti, palmu eļļa, sāls, raugs, antioksidanti\n{ekstrakti no rozmarīna}}, sāls, kartupeļu ciete, rauga ekstrakts, kaltēti dārzeņi {sīpoli, ķiploki} arena cūku\ntauki, sausais glikozes sīrups, cukurs, aromatizētāji ī kviešiem}, majorāns, melnie pipari, skābe {citronskābe},\nkūpināšanas aromatizētāji. var'];1;1;['kūpināti cūku tauki'];['cūku tauki'];1;0;0;['cūku tauki'];[];[]
n92;8;8;19;['cukurs', 'kakao pasta', 'kakao sviests', 'piena tauki', 'emulgators', 'lecitīni', 'soja', 'vaniļas ekstrakts'];[': cukurs, kakao pasta, , piena tauki,\nemulgators {lecītīni {soja}, vaniļas ekstrakts. tumšā šokolāde — kopējā kakao sausā masa: vizmaz 50%. var.\n| : : = m a\n\n'];1;1;['piena tauki'];['piena tauki'];1;0;0;['piena tauki'];[];[]
n94;22;22;33;['cukurs', 'augu tauki', 'palmu', 'šī', 'lazdu rieksti', 'glikozes sīrups', 'vājpiena pulveris', 'mitrumuzturētājs', 'sorbīta sīrups', 'kakao masa', 'iebiezināts vājpiens', 'iebiezinātas sūkalas', 'laktoze', 'kakao ar pazeminātu tauku saturu', 'kakao sviests', 'sviests', 'niedru cukura sīrups', 'sūkalu produkts', 'emulgators', 'sojas lecitīns', 'sāls', 'aromatizētāji'];[': cukurs, augu tauki {palmu, šī}, lazdu rieksti, glikozes sīrups, vājpiena pulveris, mitrumuzturētājs:\nsorbīta sīrups, kakao masa, iebiezināts vājpiens, iebiezinātas sūkalas, laktoze, kakao ar pazeminātu\ntauku saturu, , sviests, niedru cukura sīrups, sūkalu produkts, emulgators: sojas lecitīns,\nsāls, aromatizētāji. produkts var.\n\n'];6;5;['vājpiena pulveris', 'iebiezināts vājpiens', 'iebiezinātas sūkalas', 'laktoze', 'sviests', 'sūkalu produkts'];['vājpiena pulveris', 'vājpiens', 'sūkalas', 'sviests', 'sūkalu'];5;1;0;['vājpiena pulveris', 'sviests', 'vājpiens', 'sūkalas', 'sūkalu'];['laktoze'];[]
n100;23;23;33;['jodēta sāls', 'maltodekstrīns', 'palmu tauki', 'garšas pastiprinātāji', 'mono', 'nātrija glutamāts', 'dinātrija 5`', 'ribonukleotīdi', 'cukurs', 'saulespuķu eļļa', 'dilles', 'pētersīļi', 'garšvielas', 'kurkuma', 'baltie pipari', 'aromatizētāji', 'skābuma regulētājs', 'citronskābe', 'vistas gaļa', 'vista', 'jodēta sāls', 'antioksidants', 'ekstrakti no rozmarīna'];[": jodēta sāls, maltodekstrīns, palmu tauki, garšas name {mono-\nnātrija glutamāts, dinātrija 5'-ribonukleotīdi}, cukurs, saulespuķu eļļa, diles 0,7%,\npētersīļi 0,7%, garšvielas {kurkuma, baltie pipari}, aromatizētāji, skābuma regulētājs\n{citronskābe}, vistas gaļa 0,1% {vista, jodēta sāls, antioksidants {ekstrakti no rozmarī-\nna}}. var.\n\n"];2;2;['vistas gaļa', 'vista'];['vistas', 'vista'];2;0;0;['vista', 'vistas'];[];[]
