IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n55;20;20;102;['ūdens', 'rapšu eļļa', 'piena pulveris', 'cukurs', 'modificēta ciete', 'sāls', 'ķiploki', 'olu dzeltenuma pulveris', 'pētersīļi', 'skābuma regulētāji', 'etiķskābe', 'citronskābe', 'ābolskābe', 'askorbīnskābe', 'ķiploku aromatizētāji', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'konservants', 'kālija sorbāts'];[': ūdens. rapšu eļļa. piena pulveris, cukurs, modificēta\nciete. sāls, ķiploki {0.7%}, olu dzeltenuma pulveris pētersīļi, skābuma\nsome iakābe, i g: e. askorbīnskābe}, ķiploku\non i. diezinātāji {guāra sveķi. ksantāna sveki}. kons\nkālija sorbāts}. j 9 eķi}. konservants :\na t n n\nprodukta vidējā uzturvērtība 100 g: | letelcamsīdz:\nenerģētiskā vērtība .........1170 kj/285 kcal | setīt atzīmi uz iepakojuma\nm r nn 4 uzglabāt temperatūrā\n"ri piesātinātās taukskābes ..... 3,29 } „t2 u,\noglnidrāti vu 140 | pēc atvēršanas\ntas iem ok aasaasenenes 020 uzglabāt ledusskapī.\noldaltum vielas a 160\na as 13. neto: 3/99\nls\no} ražotājs: š latvija”, zvaigžņu iela 1,\nau gazotājs: sia „orkla {0008 | a1v} | a mīta |atvija,\n\n'];2;2;['piena pulveris', 'olu dzeltenuma pulveris'];['piena', 'olu'];2;0;0;['piena', 'olu'];[];[]
n57;23;23;97;['ūdens', 'rapšu eļļa', 'cukurs', 'ananāsu sulas koncentrāts', 'baltvīna etiķis', 'olu dzeltenuma masa', 'mango pārslas', 'mango biezenis', 'sinepes', 'modificēta ciete', 'spirta etiķis', 'sāls', 'karija pulveris', 'biezinātājs', 'ksantāna sveķi', 'garšvielas', 'konservants', 'kālija sorbāts', 'paprikas aromatizētājs', 'krāsviela', 'beta karotīns', 'antioksidants', 'e385'];[': ūdens, rapšu eļļa, cukurs, ananāsu sulas koncentrāts, } }\nļ baltvīna etiķis, olu dzeltenuma masa, mango pārslas 2%, mango |1|\nbiezenis 1,5%. sinepes, modificēta ciete, spirta etiķis , sāls, karija pulvēris | -\n0,9%. biezinātājs {ksantāna sveķi}, garšvielas, konservants {kālija sija | -\npaprikas aromatizētējs, krāsviela {beta karotīns}. antioksidants {e389}. |\n——lčlļļļņlļņļņļļļļl_-_--——\n| produkta vidējā uzturvērtība 100 g: | setsamuzipaoua m8\nc6 aged vērtība .......... 1230 kj/ ur uzglabāt iemporatbā } ,\nmieeatt a ease mne zs arēestznenā rennenēnes 0. +250. »\ns orāf piesātinātās taukskābes .....299 | pēcatvēršanas\nogļhidrāti ......... eee 1820 | uzglabāt ledusskapi\n08m oka en 0 265 ,\ni n neto: re\n apz, tvija”, zvaigžņu iela 1.\n»  , ražotājs: sia „orkla foods latvija p917 latvija\n\n'];1;1;['olu dzeltenuma masa'];['olu'];1;0;0;['olu'];[];[]
n58;27;27;201;['ūdens', 'rapšu eļļa', 'siera pulveris', 'siers', 'emulģējošā sāls e331', 'sāls', 'es', 'biezinātājs', 'modificēta kukurūzas ciete', 'fruktoze', 'sāls', 'stabilizētāju maisījums', 'piena olbaltumvielas', 'biezinātājs e1422', 'paniņu pulveris', 'stabilizētāji', 'e415', 'e435 e412', 'sūkalu pulveris', 'olu dzeltenuma pulveris', 'sāls', 'glikozes sīrups', 'sinepju ekstrakts', 'skābuma regulētājs', 'etiķskābe', 'garšvielas', 'ķiploku eļļa'];['nn n n ka ”\nnss ssl s dn m a\ns s ņu ga ba ae 20a\nk a a 5 iv m m 1%\ns sr rs x v tm nes, bit ata\nls lo a ls wr 2 „w} ne\nrk s i "pp tu\nnm ka ā ri | n d a |8 ef a\ny n " ki ņ/ ma ā\nens, rapšu eļļa, siera pulveris 3%\ns iela ap j, 1143\n| s, emui ģls} {es}, biezinātājs {modificēta\n«| bai 4 ie, 1\nurūzas ciete}, fruktoze, sāls, stabilizētāju maisījums {piena\naitumvielas, biezinātājs £1422, paniņu pulveris, stabilizētāji -\n11}, 0} {417 julveris, olu dzeltenuma pulveris, sāls\na tac īm ā cirst na īss atzi ikskāb }\nles sīrups}, sinepju ekstrakts, skābuma regulētājs {etiķska0e},\nar pijac him a! |} {| 91} v: „ āā\njalsvielas, ķiploku eļļa 0,03%. ķiploku eļļas izcelsmenav 20\nnerģētiskā vērtība: 1367 kj / 327 kcal. 100 9 es :\n} 3 ortihas 2 "+ 15% gi 1 stinata ks 65}\nurvertība: 33,4 g tauki {tostarp 3,2 g piesātinātās 1d | :j 9g mm a\n"909 narāti {tostarp 2,3 g cukuri}, 1,79 olbaltumvie : „bē\n18 oto  ņ \'. : ž j ko .\n045. eteicams līdz un partijas numuru: skatīt uziepanoj:\n. jivēršanas ietei : ī\nvinas ieteicams uzglabāt ledusskapi.\n—\ni aa ae i\ns — ma\nee aaa\nv\n\n'];6;4;['siera pulveris', 'siers', 'piena olbaltumvielas', 'paniņu pulveris', 'sūkalu pulveris', 'olu dzeltenuma pulveris'];['siera', 'piena', 'paniņu', 'olu'];4;2;0;['siera', 'piena', 'paniņu', 'olu'];['siers', 'sūkalu pulveris'];[]
n60;11;11;56;['rapšu eļļa', 'ūdens', 'olu dzeltenums', 'cukurs', 'spirta etiķis', 'sinepes', 'sāls', 'krāsviela', 'beta karotīns', 'antioksidants', 'e385'];[': rapšu eļļa, ūdens, olu\ndzeltenums, cukurs, spirta etiķis,\nsinepes, sāls, krāsviela {beta karotīns},\nantioksidants {e385}. ā\nuzturvērtība 100g 1 porēja do* - d a” ņ %\naerģētiska 2940/ f =\nvērtība, kj/kcal | 715 | 110 a ļ a” -\nlauki, g 7 |\n"tostarp | e\npiesātinātās 5,8 a\ntaukskābes, g m\nogļhidrāti, g a ēda\n"tostarp cukuri,g | 3,4 j\n{4|| v am „d r"\n\n'];1;1;['olu dzeltenums'];['olu dzeltenums'];1;0;0;['olu dzeltenums'];[];[]
n61;12;12;210;['pilngraudu auzu pārslas', 'oligofruktoze', 'cukurs', 'pilngraudu kviešu pārslas', 'saulespuķu eļļa', 'rīsu ekstrudāts', 'rīsu milti', 'sasaldējot kaltēti zemeņu gabaliņi', 'medus', 'sāls', 'dabīgs aromatizētājs', 'antioksidants e306'];[': pilngraudu auzu pārslas 52%, oligofruktoze, cukurs, pilngraudu\n\nt" kviešu pārslas 9%, saulespuķu eļļa, rīsu ekstrudāts 6% {rīsu milti}, sasaldējot kaltēti zemeņu gabaliņi 3%, medus,\n\n| | sāls, dabīgs aromatizētājs, antioksidants e306. var.\n\n| ieteicams līdz: skatīt uz iepakojuma. uzglabāt vēsā un sausā vietā. baudiet kopā ar pienu, jogurtu vai kefīru. ražots\n\n| polijā pēc īpaša rimi pasūtījuma. pilgraudu auzu pārslu un kaltēto zemeņu izcelsme: es un ārpus e5. izplatītājs latvijā: \'\n|1 slarimilatvia, a. deglava iela 161, rīga, lv-1021. bezmaksas tālrunis atsauksmēm latvijā: 80000 180. os ba\na am a si bb | tas z a\nas vista lab s rr se tā\nom īraškūs dribsniai su braškēmis. sudedamosios dalys: visu grūdo daliy avižu era am 4\n\n| na cukrus, visu grūdo daliu kviečiu dribsniai 9%, saulēgražu aliejus, akatamias e306. galrbāti st erems "4\n\n211 raškiy gabalēliai 3%, medus, druska, natūrali kvapioji medžiaga, antioksidāntas e306. gal d1 | ausoie vietoje: > 2-3\n\n| riešutu, pieno, soju ir sezamo sēklu pēdsaku. gerlausias | kia setu rm užskyma ž i verūdoda iu mm a\n\n| | mēgaukites su pienu, jogurtu ar kefyru. pagaminta viras pat par ata 1 lt-05132, a.\n\n| | dribsniu irliofilizuotu braškiu kilmē: es ir ne es. platintojas lietuvoje: ua8 iemēriij a jāi 8\n\nvilnius, lietuva. nemokamas klientu aptarnavimo centro tel. e2800 e23009. pi\n\nmēn i d  ū tā da\n\n| bāēj "— c m a pp 0 ., ps\n\naa atm = a pie ejā + 1 }\n\n'];1;3;['medus'];['medus', 'vista', 'medus'];1;0;2;['medus'];[];['vista', 'medus']
n64;15;15;175;['ūdens', 'tomātu pasta', 'liellopa gaļa', 'cūkgaļa', 'sasmalcināti tomāti', 'olīveļļa', 'tomātu sula', 'selerija', 'burkāni', 'sīpoli', 'kukurūzas ciete', 'sāls', 'cukurs', 'aromatizētājs', 'skābuma regulētājs e270'];[': ūdens, tomātu pasta 13,0%, liellopa gala 11,7%, cau | —\nuž sasmalcināti tomāti 83%, olveļa, tomātu sula, selerija, { š\nburkāni, nr kukurūzas ciete, sāls, cukurs, aromatizētājs skābuma |\nregulētājs e220. 100 ļ produkta uzturvērtība: rs vērtība |}\n413 44/100 kcal, tauki 56 g, tostarp piesātinātās taukskābes 13 g. | k\npgnaā go g tostarp cukum 33 g, skiedrvielas {6 g olbaltumvieks |}\n| 329 sals 1,5 g. teteicams līdz: skatīt uz iepakojuma. pēc iepakojuma {|\nj atvēršanas iet 3 dienu laikā. ražots mr pēc īpaša ram |\nasutīijuma. izplatītājs aa sia rimi latvia im 101, 1\nrīga, 1v-1021.bezmalsas talrunis atsauksmēm latvijā: - |\nma bolognese makaronu padažas. padažas su 25% maltas -\n: mēsos. sudedamosios dalys: vanduo, pomidory pasta 130%, |\njautiena 11.7% klauliena 1177 pjaustyti pomidorai 857 avuogu} f\naliejus, pomidoru sulīgs, salierai, morkos svogunai, kukunizy f\nkrelmalas, druska, cukrus, a medžiaga, rugsinguma f\nregulai medžaga e270, 100 g produkto mangās\niergine vertē 418 47 100 kcal, riebalai 36 9 55 kuru 0 jo -\nriet 134 angllavandeniai 66 415 kuru cukru 35 9, skaldu\nmēdžagos {6 g ielgma 556 duska 15 genius a lala\niaa rt v emer emt net a anas kaaamma nanjojs a ,\n\n'];2;1;['liellopa gaļa', 'cūkgaļa'];['liellopa'];1;1;0;['liellopa'];['cūkgaļa'];[]
n65;12;12;203;['piens', 'krējums', 'siera pulveris', 'no cietā siera', 'zilā siera', 'čedaras', 'mocarella', 'modificēta kukurūzas ciete', 'sāls', 'ķiploku pulveris', 'melnie pipari', 'kurkuma'];[': ,\nmā piens, krējums, siera pulveris 6,5% {no cietā siera, zilā siera čedaras a\nram ā i mocarella}, modificēta kukurūzas ciete, sāls, ķiploku pulveris, melnie pipari, 5\na kurkuma 100g produkta uzturvērtība: enerģētiskā vērtība 600kj/ -8\ns 140kcal, tauki 11g, tostarp piesātinātās taukskābes 8,2g, ogļhidrāti 5g, sr 3\nla tostarp cukuri 4,1g, olbaltumvielas 5,2g, sāls 1,3g. uzglabāt istabas :\nes temperatūrā. atvērtu uzglabāt temperatūrā līdz +8 c ieteicams līdz: skatīt 3 0\n: | uziepakojuma ražots itālijā. izplatītājs latvijā: sia rimi latvia, a. deglava ee * 44t\nsrs iela 161, rīga, lv-1021. bezmaksas tālrunis atsauksmēm latvijā: 80000 8: a 0% -\n8 180 lt: ica baltuju makaronu padažas 4 sūriai 400g sudedamosios es  —\nss dalys: pienas grietinele surio milteliai 6,5% {iš kietojo sūno ps at" ca\n< melvnojo sūrio, čedeno, mozzarella}, modifikuotas kukurūzu krakmolas, s ss - pr i\nbs druska, česnako milteliai, juodieji pipirai, ciberžolē. 100g produkto ieeja\nm maistingumas: energinē vertē 600kj/ 140kcal, niebalai 11g, iš kuru pa\nsr sočuju riebalu rūgščiu 8,24, anglilavandeniai 5g, iš kuriu cukru 4,1g, baltymai a\n4 5 2g druska 1.3g. laikyti nomalioje kambario temperatūroje po atidarymo\ns laikyti ne aukštesnēje nei +8 "c temperatūroje. geriausias iki. žr ant vs\n= pakuotēs. pagaminta italijoje. platintojas lietuvoje: uab „rimi lietuva”,\ni spaudosg 6-1, lt-05132, vilnius, lietuva nemokamas klientu aptarnavimo -\ncentrotel e2800 e23000 — t\n\n'];7;4;['piens', 'krējums', 'siera pulveris', 'no cietā siera', 'zilā siera', 'Čedaras', 'mocarella'];['zilā siera', 'piens', 'siera', 'mocarella'];4;3;0;['zilā siera', 'piens', 'mocarella', 'siera'];['krējums', 'no cietā siera', 'Čedaras'];[]
n67;10;10;158;['kukurūzas graudi', 'palmu eļļa', 'sāls', 'aromatizētāji', 'emulgators', 'saulespuķu lecitīns', 'siera pulveris', 'no piena', 'krāsviela', 'jaukti karotīni'];['4 lu saules spindulnu {4111: } /ģ\nperaturoje. vaugiau informa 105 | ti n\n4 1 11 r ā , , as\npasīteiravimu!. nwww.estrelila.lt m .\najpesiu daniosim »stnuk : ņ ņa\ngesiuy paruiima mstrukaja dd an ndines d\nrac } a y. +b 4. ā y | } c če vw\nes, piavvme a” atidzia derskanvu drieš 4 .-\n} «  a2praginimas tun būti atliekamas » -\nsual a na\nuz | uaugu: eziuroje\n| aukuruzas bopkoms a siera garšu pagatavoša «< -\nu f tai mikrovilnu cr ar a | | : ”\n4 4 ā ma. | {. . ūdids kukuuzas graudi\n8 0}, paimnu gļa, sais, aromatizeētaāji, emulgators .\npi \' jule } kl {411} | 4! 0} | jn | f va m —”\n. ar me , «il? auk katotini jzglaba sausa 0\nnic daulgs anem pasargata vieta iemperatun "\nkas needarsniedzz z 31 iegutu vairak informacijas ur\n| cntaktinfomacdiju, iudzu apmekiejiet musu mala\nā apu www.estrella.lv :\nm okoma pagatavošanas inst ukaja ir uz iekšēji\nnakojuma. pirms pagatavošanas ludzu uzmank a\n1218 0: auvu ae |0 juuuud 9 {141”\n. aatavosanas div ”\na 1 gi ā\npv\n\n'];2;1;['siera pulveris', 'no piena'];['siera'];1;1;0;['siera'];['no piena'];[]
n72;24;24;226;['cukurs', 'kviešu milti', 'palmu eļļa', 'šī eļļa', 'rapšu eļļa', 'kakao pulveris ar samazinātu tauku saturu', 'vājpiena pulveris', 'kviešu ciete', 'laktoze', 'no piena', 'glikozes', 'fruktozes sīrups', 'emulgatori', 'sojas lecitīni', 'e492', 'e476', 'irdinātāji', 'amonija karbonāti', 'kālija karbonāti', 'nātrija karbonāti', 'sāls', 'skābuma regulētājs', 'nātrija hidroksīds', 'aromatizētāji'];[': cukurs, kviešu millest kūllastunud rasvhapped j |\nmilti, palmu eļļa, šī eļļa, rapšu eļļa, kakao pulveris ar samazinātu tauku | 14gl 5% |\nsaturu {4,8%}, vajpiena pulveris, kviešu ciete, laktoze {no piena},\n. glikozes-fruktozes sīrups, emulgatori {sojas lecitīni, e492, e476}, "skaidulinēs medžiaaos/ škiedrvielas/kiudained| 260 | 05 4\nrdinātāji {amonija karbonāti, kālija karbonāti, nātrija karbonāti}, sāls, amas meaagas, pumas augam za} tei a\nskābuma regulētājs {nātrija hidroksīds}, aromatizētāji. 221-110 2%\nee kakaoglasuuri {43%} ja vaniljemaitselise tāidisega {19%}\nkakaokupsised {38%}. koostisosad: suhkur, nisujahu, palmīši, lt **referencinis vidutinio suaugusio asmens vartojimo kiekis {e2400 kj / 2000\nvēiseemnikuēli, rapsiāli, vāhendatud rasvasisaldusega kakaopulber kcal}. lv **leteicamā deva vidusmēra pieaugušajam {e2400 4} vai 2000 kcal}.\n{48%}, lēssipulber {piimast}, nisutārklis, laktoos” {pimast}, ee **keskmise tāiskasvanu vērdluskogus {e2400 kj/ 2000 kcal}.\nglūkoosi-fruktoosisiirup, emulgaatorid {sojaletsitiinid, e492, e476}, lt 20,5 g = 1 sausainis. pakuotēje 12 sausainiy. lv 20,5 9 = 1 cepums\nkergitusained {ammooniumkarbonaadid, kaaliumkarbonaadid, naatriumkar- iepakojumā 12 cepumi. ee20,5 g = 1 kiipsis. pakis 12 kūpsist.\nbonaadid}, sool, happesuse regulaator {naatriumhūdroksiid}, atna lt atstovas / lv pārstāvis / ee esindaja uab „mondelez baltic", taikos pi. ”\na maitseained. n 11-51182 kaunas, lietuva {leedu}. lt nem. inf. tel. 8 800 e16323. lv bezm. int.\npec a ālr. 80002232. ee tel. 667 1770. oo iga\nsa , 219 jā ikakaviniu glai * pārklāti ar kakao glazūru / ee * kakaoglasuurg\nua wwww.cocoalife.org c ļī a mzuudīt ž — šono. lv ieteicams līdz: skatīt datumu\nsu pap uz pakas malas. ee parim enne: va\nm z a pi a jā ti a ibuticancnievietoi\n\n'];3;2;['vājpiena pulveris', 'laktoze', 'no PIENA'];['laktoze', 'piena'];2;1;0;['laktoze', 'piena'];['no PIENA'];[]
n73;21;21;205;['kviešu milti', 'pildījumu ar šokolādes garšu', 'cukurs', 'palmu tauki', 'attaukots kakao pulveris', 'emulgators', 'e322', 'aromatizētājs', 'cukurs', 'palmu tauki', 'attaukots kakao pulveris', 'putu dzēsējs', 'e500ii', 'e503ii', 'saldo sūkalu pulveris', 'no piena', 'sāls', 'glikozes un fruktozes sīrups', 'aromatizētājs', 'emulgators', 'e322'];[': kviešu milti, pildījumu ar šokolādes garšu {cukurs, palmu tauki, attaukots kakao pulveris 18,8%, emulgators: e322, | tyydyttynyttā / w tym kwasy tluszczowe\n|y aromatizētājs}, cukurs, palmu tauki, attaukots kakao pulveris 7,7%, putu dzēsējs: e500ii, e503ii, saldo sūkalu pulveris {no piena}, sāls, glikozes un | sočiuju riebaly rūgščiu / tostarp piesātin.\njā fruktozes sīrups, aromatizētājs, emulgators: e322. var. ražots es. kakao no ārpus es. glabāt sausā un no sasilšanas | {rasvhapped:\n\n4 pasargātā vietā. leteicams līdz: skatīt uzdruku uz sāniem. {ee} kakaosisaldusega kūpsised šokolaadimaitselise taidisega {25%}. koostisosad: } kohlenhydrate / glucides / carboidrati ,\na nisujahu, aromatiseeritud šokolaadikreem {suhkur, palmi rasv, vāherasvane kakaopulber 18,8%, emulgaator: e322, lēhna- ja maitseained}, suhkur, | kolhydrat / glucide / sacharidy / hiilihy\nma palmi rasv, vāherasvane kakaopulber 7,7%, kergitusained: e500ii, £503ii, magus vadakupulber {piimast}, sool, angliavandeniai / ogļhidrāti / sūsivesikud:\nglūkoosi-fruktoosisiirup, lēhna- ja maitseained, emulgaator: e322. toode vēib raccolta diff azt davon zucker / dont sucres / di cui zucch\nsisaldada pāhkleid, sojat ja sulfitid. toodetud o 1 7 6 toho cukry / varav sockerarter / din care za\nel. kakao muu kui el. hoida kuivas ja jahedas. fr 9 cīū lista cukry / €k tuv omoiwv xākyapa fiš kuriu dl\nma parim enne: vaadake pakendi kūljelt. 4 arī eiweib / protēines / proteine / eiwitten /\nzollweg 1,6841 māder r ž ļēl {4x44 g } verifica le disposizioni | bielkoviny/ proteīni} bialko} iea nee ž\n\ngunz kustia-wwwgun.c š deltuocomune — lsalz/sel/sale/zout/salt/sūl/ salt /sare\n\n'];2;2;['saldo sūkalu pulveris', 'no piena'];['sūkalu pulveris', 'piena'];2;0;0;['sūkalu pulveris', 'piena'];[];[]
n74;9;9;118;['cukurs', 'rapšu eļļa', 'maltodekstrīns', 'palmu eļļa', 'pilnpiena pulveris', 'kokosriekstu pārslas', 'emulgators', 'lecitīni', 'sāls'];['| š : a a8sgiīesm\n=z īž o00 93t\nn9d s 97590931\ng} es ss at au as —\n4 = 2 6\n< bounty šokolādes krēms ar kokosriekstu 3\n-* skaidiņām 200gr. cukurs, rapšu eļļa, > 3\n=. mmaltodekstrīns, palmu eļļa, pilnpiena pulveris jā\ns: {9%}, kokosriekstu pārslas {6%}, emulgators 3\n} be! lecitīni, sāls uzglabāt vēsā, sausā vietā zadu\n| —  neatdzesētun nesasaidēt pēc atvēršanas }= š\nj 8: izlietot 8 nedēļu laikā. piemērots veģetāriešiem 32 ī ā\nm ! ieteicams līdz: skat uz vāka uzturvērtība 00 — +\na. 100g produkta: enerģetiskā vērtība {kj/kcal} 218\n8 | 2448kj/588cal, tauki 40g tai skaitā piesātinātās 1.2\n$ taukskābes 13g, ogļhidrāti 55g, tai skaitā 4\n* cukurs 42g, proteīns 2.8g. sāls 0,13g ražots >>\n* eu izplatītājs latvijā sia"ccf baltija”, r\n” piedrujas iela 22 rīga, latvija, lv-1073\na\n"r\n\n'];1;1;['pilnpiena pulveris'];['pilnpiena pulveris'];1;0;0;['pilnpiena pulveris'];[];[]
n75;9;9;71;['auzu pārslas pilngraudu', 'augu eļļa', 'kokosriekstu', 'rapšu', 'cukurs', 'kviešu milti', 'saulespuķu sēklas', 'kefīrs', 'pārtikas sāls'];[': auzu pārslas pilngraudu 38%, augu eļļa {kokosriekstu,\n\n- er cukurs, kviešu milti, saulespuķu sēklas 12%, kefīrs, pārtikas sāls. šaaa\nrs produkts ražots darba vidē, kur nevar izslēgt alergēnu {zemesriekstu, _—\n= cituriekstu, olu, sezama sēklu} ietekmi. a\n\ninformācija 100 g produkta viena porcija  *vienā\npar uzturvērtību satur = 139" — —porijā%\nenerģētiskā 2160 2814 3%\nvērtība 517 kcal = 67 kcal\ntauki 28 g 37 g 9%\niesātinātās\naukskābes 8, 0 g ļļ | j 57 i : -\nrāti 54 g 10g ja m\n\n'];1;2;['kefīrs'];['kefīrs', 'olu'];1;0;1;['kefīrs'];[];['olu']
n76;9;9;90;['auzu pārslas pilngraudu', 'augu eļļa', 'kokosriekstu', 'rapšu', 'cukurs', 'rozīnes', 'kviešu milti', 'kefīrs', 'pārtikas sāls'];['\' | — 3\n"sa a ja\nv kalvēni 6 ā "a ā }\n| . 300g\n= auzu pārslu cepumi ar rozīnēm\n5 — sastūvdaļas: auzu pārslas pilngraudu 40 %, augu eļļa {kokosriekstu, m\na vie rozīnes 14%, kviešu milti, kefīrs, pārtikas sāls. oo\ns produkts ražots darba vidē, kur nevar izslēgt alergēnu {zemesriekstu, bs\n"3  cituriekstu, olu, sezama sēklu} ietekmi. a\n—— informācija —- 100g produkta viena porcija vienā s\n fnerģētiskā = 202 2021j 34\nms ss vērtība ? 481 kcal = 63kal\nā sm a\ni ž oo tauki m 2g 2,8 g 9% |\ngo  — — tostarp piesātinātās = } |\nmo,\nma onlhidrāti je .\n\n'];1;2;['kefīrs'];['kefīrs', 'olu'];1;0;1;['kefīrs'];[];['olu']
n79;31;31;68;['kviešu milti', 'cukurs', 'margarīns', 'augu tauki', 'palmu', 'un eļļa', 'rapšu', 'ūdens', 'emulgatori', 'taukskābju mono', 'un diglicerīdi', 'lecitīns', 'rapšu', 'sāls', 'glikozes', 'fruktozes sīrups', 'kaltētas dzērveņu sēklas', 'kaltētas smalcinātas dzērvenes', 'dzērvenes', 'cukurs', 'saulespuķu eļļa', 'saldināts iebiezināts piens', 'sūkalu pulveris', 'olu pulveris', 'irdinātāji', 'nātrija hidrokarbonāts', 'amonija hidrokarbonāts', 'sāls', 'aromatizētāji', 'emulgators', 'sojas lecitīni'];['. uzglabāšanas nosaci zv |\n11 "uehbe «petergailis dzervene}» 99 mvks, caxdd, ma } atefbhble mvdt\nž { | muh | v vn m!\n} ļ v m a\na2n 2hhas kba 1,970 {kjioke 10/1c0nhenhoc mad iehhoc c caxapom, clibopot ka ladr nā ”\nc bāka asa , . uat h \' | 4at smmohms bapeknhaa conb ”\npati s un nn pk dazdedumtēm: mmadokapoohat hatpv noohat ammohma, no\n| j hbim nopolu izpldji ibdkati» vr rvk menas annu v ndr bbd ei .\n-\n-\n\n'];3;0;['saldināts iebiezināts piens', 'sūkalu pulveris', 'olu pulveris'];[];0;3;0;[];['saldināts iebiezināts piens', 'sūkalu pulveris', 'olu pulveris'];[]
n81;8;8;92;['kviešu milti', 'sausais vājpiens', 'cukurs', 'olu pulveris', 'šķīstošais raugs', 'raugs', 'emulgators e491', 'sāls'];[' / coctab / ingredients:\nkviešu milti, sausais vājpiens, cukurs, olu pulveris, šķīstošais raugs {raugs, emulgators e491}, sāls.\ntuekmuhas myka, c/x0e 06e3xmpehhoe mojmoko, caxap, amuhbiā nopoluiok, pactbopmmbie hipokakm {hpokaku,\n3my/nbrarop e491}, conb.\nwheat flour, dry skimmed milk, sugar, egg powder, soluble yeast {yeast, emulsifier e491}, salt.\nattēlā redzams produkta pagatavošanas un pasniegšanas veids.\nha pucyhke npegcrabnek npmmephbiji cn0co6 npmrotobjiehma m cepbmpobkm npoaņkta.\nthe image displays the preparation and serving option of the product.\nm\n|\nražotājs / {lpom3bonmtenb / producer: ieteicams līdz:\nas „dobeles dzirnavnieks” loneh go:\nspodrības iela 4, dobele, best before:\ndobeles nov., lv-3701, latvija\ntālr.: +371 63723289,\nwww.dzirnavnieks.lv\n\n'];2;2;['sausais vājpiens', 'olu pulveris'];['sausais vājpiens', 'olu pulveris'];2;0;0;['sausais vājpiens', 'olu pulveris'];[];[]
n82;22;22;168;['kviešu milti', 'maisījums rauga mīklai', 'salds sūkalu', 'piens', 'pulveris', 'piena cukurs', 'kviešu milti', 'kviešu lipeklis', 'sāls', 'cukurs', 'fruktoze', 'emulgatori', 'e472e', 'e471', 'fermenti', 'kviešu', 'miltu apstrādes līdzeklis', 'askorbīnskābe', 'cukurs', 'šķīstošais raugs', 'raugs', 'emulgators e491'];[' / coctab / ingredients: ļ\nkviešu milti marsījums rauga mīklai {salds sūkalu {piens} pulveris, piena cukurs, kviešu milti, kviešu lipeklis, sāls, cukurs, fruktoze, |\nemulgatori: £472e, £471, fermenti {kviešu}, miltu apstrādes līdzeklis: askorbīnskābe}, cukurs, šķīstošais raugs {raugs, emulgators e491}.\nnwennunkas myka, cmece ana apormkeboro tecta {cnankaa cyxaa cblbopotka {monouuhaa}, mono4yhbim caxap, nwehmuhaa myka,\nnuekmmumhar knenkobmha, conb, caxap, ģpykto3a, 3mynbratopboi: e472e, e471, ģepmehtbi {mwennupbl}, cpejictbo ļļ1a 06pabotkm mykm:\nackopomhobaa kmcnota}, caxap, pactbopmmbie nporkm {nporkm, 3mynbratop £491}.\nwheat flour, yeast dough mix {sweet whey {milk} powder, milk sugar, wheat flour, wheat gluten, salt, sugar, fructose, emulsifiers: e472e,\ne471, enzymes {wheat}, flour treatment agent: ascorbic acid}, sugar, instant yeast {yeast, emulsifier e491}.\nattēlā redzams produkta pagatavošanas un pasniegšanas veids.\nha pucymke npencrabnen npmmmephbii cnoco06 npmrotobniehma m ceepbmpobkm npo/iņykta.\nthe image displays the preparation and serving option of the product.\n0 u—— a „——y., a a\nvar.\nbo3moxkho conepmkahne 4actmu amuhoro nopoluka.\nmay contain traces of egg powder.\n"avomamtraceso eg"\nražotājs /npow3soawrenb/ producer: ieteicams līdz ga\nas „dobeles dzirnavnieks”\nspodrības iela 4, dobele,\ndobeles nov... i 1-3 ja\n\n'];3;2;['salds sūkalu', 'piens', 'piena cukurs'];['sūkalu', 'piena'];2;1;0;['sūkalu', 'piena'];['piens'];[]
