IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n87;21;21;89;['ātri pagatavojamas nūdeles', 'manna no kviešiem', 'olas', 'sāls', 'sausais glikozes sīrups', 'cukurs', 'kartupeļu ciete', 'aromatizētāji', 'ar selerijām', 'rauga ekstrakts', 'kaltēti dārzeņi', 'burkāni', 'sīpoli', 'mājputnu tauki', 'garšvielas', 'kurkuma', 'melnie pipari', 'pētersīļa lapas', 'kaltēta vistas gaļa', 'skābe', 'citronskābe'];['- vistienos snuba . elica / vistas — ar makaroniem. / — kana ja _—\n\ndi\niu * ies\n\nco sudedamosios dalys: makaronai 33,3% item kviečiņ klaušiniai} druska, gliukozēs sirupas, cuknus,\nbulviy um mn! 1 pre {su eiemae pašēja t čomu i šovs {markas m\n\npienu sinepes, soju.\n\nebd koostisosad: kimuudlid "m 0 šnē inā lūkoosisiirup, sufikur, kartulitārklis\n\nja maitseained {selleriga}, parmiekstrakt, kuivatatud vasa speak reta arm 294, —\n1h, virtsid aaa must pipar}, petersellilehed, kulvatatud kanaliha ū, 1%, hape {sidrunhape}. vālb sisa\npilma, sineg\n\načā 1\nporcijoje: u |portsjonis: ee s {7\nvirtene 100 g bārtsioni pa\n\n\n'];3;1;['olas', 'mājputnu tauki', 'kaltēta vistas gaļa'];['vistas'];1;2;0;['vistas'];['olas', 'mājputnu tauki'];[]
n88;24;24;116;['zirņu milti', 'grauzdiņi', 'kviešu milti', 'palmu eļļa', 'sāls', 'raugs', 'antioksidanti', 'ekstrakti no rozmarīna', 'sāls', 'kartupeļu ciete', 'rauga ekstrakts', 'kaltēti dārzeņi', 'sīpoli', 'ķiploki', 'kūpināti cūku tauki', 'sausais glikozes sīrups', 'cukurs', 'aromatizētāji', 'ar kviešiem', 'majorāns', 'melnie pipari', 'skābe', 'citronskābe', 'kūpināšanas aromatizētāji'];['let ar 20 m vāroša ūdens\nbūrī | arka ūdens,\n\nvm ti — lat "v i ap\nņ samaisīt. gatavs lietošanai k .\npēc j=—4 minūtēm.\n\nm „verdancib vandens, era d m\nismaisyt. "šruba galma valgyti po path . k žē\nai nuti parast\n\nminučiu,\n\nm 185.\n\nm ūnai, česnakai}, rūkytos kiaulienos riebalai, sausas gliukozes sirupas, cukrus, kvapiosios medžiagos {su\niečiais}, mairūnai, juodieji pipirai, rūgstis {citriny rūgštis}, kvapiosios rūkymo medžiagos. sudetyje gali būt\n\ns0ju.\nvali 91% {kviešu milti, palmu eļļa, sāls, raugs, antioksidanti\nu\n\n\'\n\nu \' , š\n\nporcijoje: / porcijā: / portsjonis:\ntumā mne triaia ļ kaijams 810}\nwu nergētiskā mise |28 4\nc emet mine edu\n\nm auki/ kasval\nsočiuju neba 9,\nten pr āratās tāukškā es | 28 3\n\nv\niāņņi divinieņ pikas\n\n\n'];1;0;['kūpināti cūku tauki'];[];0;1;0;[];['kūpināti cūku tauki'];[]
n89;25;25;189;['kartupeļu ciete', 'grauzdiņi', 'kviešu milti', 'palmu eļļa', 'sāls', 'raugs', 'antioksidants', 'ekstrakti no rozmarīna', 'pilnpiena pulveris', 'sāls', 'rauga ekstrakts', 'sausais glikozes sīrups', 'cukurs', 'vājpiena puveris', 'kukurūzas ciete', 'šampinjonu sula', 'aromatizētāji', 'ar pienu', 'kaltēti sīpoli', 'saulespuķu eļļa', 'pētersīļa lapas', 'kaltētas sēnes', 'garšvielas', 'melnie pipari', 'pimento'];['m a a nomu nju | mnūt mnūtēm seria velošanai pēc 3-4 | kormalikult. šupp on valmis\ndel minučuu, minuti nāras val jl\n\ncd} sudedamosios dalys: bulviu krakmolas, skrebučiai 188% {kvietiniai miltai, palmiu aliejus\nantioksidantas {rozmarinu ekstraktai}} ac č— miea druska, mieli — sauss\nsirupas, cukrus, nugriebto pieno milteliai, ku kmolas, pievagrybiy bi suls 29% /s krapiosiss m ag05 {a\npeni džiovinti svogūnai, saulegražu aliejus netažlu lapeliai, džiovinti grybal 0,4%, prieskoniai {uodiej pipia\ngita }, sudetvje gali būti gm jaušini  garstyčiu, soju.\nvaalas: kartupeļu ciete, grauzdiņi 18,8% {kviešu mit palmu eļļa, sāls raugs, antioksidants {ekstraktino\nrozmarīna}}, pilnpiena jari sā alas kstrakts, sausais glikozes šīs cukurs, vājpiena pulveris, kugrūzs\nciete, š eee šamd sula 29%, aromatizētāji {ar pienu} }, kaltēti sīpoli, saulespuķu eļļa, pētersīja lapas, alts steli\n{melnie pipari, pimento}. var{osmētiekstek\ntlepiimapulber, sool, pārmiekstrakt, kulvatatud glkoosisirup, suhkur _— {piimast}, testa\nsampinjonimahi 2,9% alai ja maitseained v a} kvatalut sibulad, pāevalileāl, petersellened, kuvatatud\nseened 0,4 hagviirtsid {must pipar, piment}. vālb sisaldada sellerit, muna, sinepit, soja. 4}\n\nporcijoje: parc / portsjonis:\n\nnama ie ae! 100, pprelaje | poreijā 8}\n1 iermessalus = kaa var\n\nalai | lauki / rasvad a\n\nš es ju rieba šā\npie aldētis |\nstunud ra apņed\n\n-— lai / uglhidrāti 579g ”\n\ny n 41 utt vu ga\n\n\n'];3;2;['pilnpiena pulveris', 'vājpiena puveris', 'ar pienu'];['vājpiena pulveris', 'pilnpiena'];1;2;1;['pilnpiena'];['vājpiena puveris', 'ar pienu'];['vājpiena pulveris']
n90;13;13;280;['cukurs', 'kakao masa', 'kakao sviests', 'pilnpiena pulveris', 'sūkalu pulveris', 'no piena', 'vājpiena pulveris', 'piena tauki', 'emulgatori', 'e322', 'no sojas', 'e476', 'aromatizētājs'];[': cukurs, kakao masa, ,\nsūkalu pulveris {no piena}, vājpiena pulveris, piena tauki, emulgatori: e322 {no sojas}, e476, aromatizētājs. var{kviešu, miežu}, zemesriekstu, mandeļu, lazdu\n\nriekstu un indijas riekstu daļiņas:100 uzturvērtība: enerģētiskā vērtība 2169 ku/ 519 kcal, tauki 270 {} m piesātinātās taukskābes 17,0 g, ogļhidrāti 61,0 g, tostarp cukuri 590 g šķiedrvielas 27 g\nolbaltumvielas 6,1 "aetdtli aicams lidz termiņa beigām:/ lot: skatīt uziepakojuma, uzglabāt sausā, vēsā vietā, ražots polijā it rimi pasūtījuma, kakao maša un  no es {kakao pupiņas\nirno valstim ārpus aa ata jā starti lanā a gēla iela 161, rīga, lv-1021. bezmaksas tālrunis atsauksmēm latvijā: 80000 180, ce ieninis šokoladas, kakavos sausuju medžiagu - ne mažiau kaip\n30%. pieno sausuju medži rem kaip 14%. dalys: cukrus, kakavos masē, kakavos sviestas, nenugriebto pieno miltelai, išrūgu milteliai {8 pieno} ei miltelai, pieno riebalai\nemulsikliai, bo soju}, e476, kvapioji medžiaga. gali ir turinčiu javu {kviečiu, miežiu}, žemēs riešutu, migdoluy, lazdynu riešutu ir anakardžiy vaemtiek ukto maistingumas: energinē vertē\n216940/519 kcal, riebalai 2709, iš kuri sočiuju riebalu rūgščiu 17,0 g, angliavandeniai 61,0 g iš kuriy cukru 59,0 g, skaidulinēs medziagos 27 g, baltymai 6,1 ļ druska” 0,19 g. geriausiasiki pabaigos:/ lot: žiūreti\nfegaminta kij son „ kakavos masē ir kakavos sviestas yra is es {kakavos pupelēs yra iš ne es šaliy}. platintojas lietuvoje: uab „rimi\n\nem\n\nm\n\nkuotes, laikyti sausoje ir vesioje vietoje. oje pagal speciālu rimi u\nlietuva" spaldota 61 ltos132.vinius! otja kientuaptāmavimocentotel8 , goti monovnbii uwokonaj, fpov3bejeko bnornbluemo cretļvarbhomy 3aka3y rimi, kakao-macca m kakao-macno\n3 ec {kakao-60661 v3 cīpah, he bxonaumx 8 ec} : ma a za na : a m is, kopē:\n"soola sisaldus tuleneb ainult loodusliku naatriumi esinemisest./ sāls saturs ir tikai dabīgā nātrija klātbūtnes rezultāts./ druskos kiekj nulemia tik natūraliai jame esantis natris,\n07.2024 lava\n08:01 b1\n4 {e46050 002935\'>\n\n00086\n\n\n'];5;4;['pilnpiena pulveris', 'sūkalu pulveris', 'no piena', 'vājpiena pulveris', 'piena tauki'];['sūkalu pulveris', 'vājpiena', 'piena tauki', 'piena'];4;1;0;['sūkalu pulveris', 'piena tauki', 'vājpiena', 'piena'];['no piena'];[]
n91;11;11;0;['cukurs', 'kakao sviests', 'pilnpiena pulveris', 'sūkalu pulveris', 'no piena', 'piena tauki', 'emulgatori', 'e322', 'no sojas', 'e476', 'aromatizētājs'];['\n'];4;0;['pilnpiena pulveris', 'sūkalu pulveris', 'no piena', 'piena tauki'];[];0;4;0;[];['pilnpiena pulveris', 'sūkalu pulveris', 'no piena', 'piena tauki'];[]
n92;8;8;17;['cukurs', 'kakao pasta', 'kakao sviests', 'piena tauki', 'emulgators', 'lecitīni', 'soja', 'vaniļas ekstrakts'];[': cukurs, kakao pasta, , piena tauki,\nvar.\n\nemulgators {lecītīni {soja}, vaniļas ekstrakts. tumšā šokolāde — kopējā kakao sausā masa: vizmaz 50%.\n\n\n'];1;1;['piena tauki'];['piena tauki'];1;0;0;['piena tauki'];[];[]
n93;17;17;329;['piena šokolāde', 'cukurs', 'pilnpiena ulveris', 'kakao sviests', 'kakao masa', 'emulgators', 'lecitīni', 'sojas', 'vanilīns', 'cukurs', 'vājpiena pulveris', 'palmu eļļa', 'bezūdens piena tauki', 'emulgators', 'lecitīni', 'sojas', 'vanilīns'];['en "ka 9 mēn 50ju\nmačnyni kan tā jodinana pn ā r ua\na masu kulaau upi amapulber 90j/a k lossipulber\nena npiena c - j li rs "tei u kolides\nlnpien sojas vājpien idens piena\na |40 a 5 ll dvec 10uitage au lat\njūja lai beurre { } m isiāanas\nsoja melkpoeder boterconcentraat nore hinen {sojai, va\nn mp fr a , : | tt nnu 0\nchpulv f. ka} s0ja magermilchpulver d butterreinfett, emulgat | soja\n: jņ.v , st sssel it peics s iejes nme jilve\nā k {szoja tejpor alt vaj, emulgeģa k {szoja}: aroma {vanīlli\n\nwartosč odžywecza / wartosčc odiyweza / na/powr/ nabatonik/batonēlis/ — %* na batonik /\noitevāārtus / uzturvērtība / valeyrs nutritionnelles / per / batoon/batonigš/ — batonēlis/ daloon/ a\n\nvoedingswaarden / nāhnwerte / atlagos tāpērtēk e1009  parpiēce/perstuk/ batoninš / ņarņiēce {\neriegel/egyszelet per stūk / je rlegel / „a\n1250 egy szelet\nvartosč energetvezna {energia} / energinē vertē / energiasisaldus / enerģētiskā vērība / energie / energia {j/kcal} 2360/566 296/71 4\ntluszcz / riebalai / rasvad / tauki / mariēres grasses / vetten/ fet./ zsir {9 35 ka 6\n\nu tv kwasy duszczowe nasycone / iš kuriy sočivju riebaly rūgščiy / millest kullastunud rasvhapped / tostarp\npiesātinātās taukskābes / dont acides gras saturēs / waarvan verzadigde velzuren / davon gesāttigte fettsāuren /\n\namelybāl telitett zsirsavak 4 2246 20 14\n{ 2 neglowodany / angliavandeniai / sūsivesīkud / ogļhidrāti / glucides/ koolhydraten/ kohlenhydrate/ szēnhidrāt {9} — 535 6,7 3\n: i jr tvm cukry / 18 kuriy cukruy / millest suhikrud / tostarp cukuri / dont sucres / waarvan suikers / davon zucker /\nc7eļet |p anenāckrk d 533 6,7 }\n\nbialko / baltmai / valgud / olbaltumvielas / protēines / eiwitten/ eiweif / fehērje {9} 8,7 i 2\n61 / druska /$00l / sāls / $el / zout / salz/ 56 {} 0,313 0,039\n"relerencyjna wartošč spožycia dla m osoby dorostej {8 400 1/2 000 kcal} / "referencinis vidutinio suaugusio asmens vartojimo kiekis {8 400 k1/2 000 kcal} /\n\n"keskmise lāiskasvanu vērdiuskogus {8 400 1/2 000 kcal} / "ieteicamā deva vidusmēra pieaugušajam {8 400 k} vai 2000 kcal} /\n"apport de rēfērence pour un adulte-type {8 400 0/2 000 kcal} / "referentie-inname van een gemiddelde volwassere {8 400 kj/2 000 kcal} /\n\n"referenzmenge flir einen durchschnitdichen erwachsenen {8 400 k}/2 000 kcal} / *referencia beviteli ērtēk egy āvagos felnātt szāmāra {8 400 kj/2 000 kcal}\n\n'];4;1;['piena šokolāde', 'pilnpiena ulveris', 'vājpiena pulveris', 'bezūdens piena tauki'];['piena'];1;3;0;['piena'];['pilnpiena ulveris', 'vājpiena pulveris', 'bezūdens piena tauki'];[]
n94;22;22;156;['cukurs', 'augu tauki', 'palmu', 'šī', 'lazdu rieksti', 'glikozes sīrups', 'vājpiena pulveris', 'mitrumuzturētājs', 'sorbīta sīrups', 'kakao masa', 'iebiezināts vājpiens', 'iebiezinātas sūkalas', 'laktoze', 'kakao ar pazeminātu tauku saturu', 'kakao sviests', 'sviests', 'niedru cukura sīrups', 'sūkalu produkts', 'emulgators', 'sojas lecitīns', 'sāls', 'aromatizētāji'];['n a ms ma i\n\nmeikepulver, fugtighedsbevarende\nmmet melk, kondenseret valie/myse\norfedt, rorsukkersirup, vallepulver/\nsalt, aromaer. kan ogsā indeholde\ngsā inneholde rester av mandel,\nontakt/forbrukerkontakt, box e25015,\n\noch choklad {12%}. ingredienser:\nap, skummjolkspulver, fuktighets-\nmmjolk, kondenserad vassle {frān\nnorfett, rorsockersirap, vasslepulver\n\nidra notter. storck sverige ab,\n\nklaapāallysteisessā {12%} toffee-\nselpāhkinā, glukoosisiirappi, rasvaton\nsvaton maitotiiviste, heratiiviste {mai-\npi, voirasva, ruokosokerisiirappi, hera-\n\nkināā ja muuta pāhkināā. storck\n\ntaidise {37%} ja šokolaadiga {12%}\npāhkel, glūkoosisiirup, lssipulber,\nooritud piim, kondenseeritud vadak,\nmarasv, roosuhkrusiirup, vadakutoode,\n\nsu riešutai {10%} karamelēje {41%} su nugos kremu {37 %} aplieti šokoladu {12%}\nsudedamosios dalys: cukrus, augaliniai riebalai {palmiy, sviestmedžiu}, lazdyny riešutai, gliukozēs sirupas,\nnugriebto pieno milteliai, drēgme išlaikanti medžiaga sorbitolio sirupas, kakavos masē, sutirštintas\nnugriebtas pienas, sutirštintos išrūgos, laktozē, mažesnio riebumo kakava, kakavos sviestas,\nsviesto riebalai, cukranendriu cukraus sirupas, išrūgu produktas, emulsiklis soju lecitinas, druska, kvapiosios\nmedžiagos.  taip pat, gali būti migdolu, žemes riešuty ir kity riešutu daliu. pardavējas:\nuab „sakalas”, liepkalnio g. 148, 02121 vilnius-30, lietuva\n\nper 100g/100g\nkohta/100g\n\nmillest suhkrud/iš kuriy cukruy/tostarp cukuri\n\n'];6;0;['vājpiena pulveris', 'iebiezināts vājpiens', 'iebiezinātas sūkalas', 'laktoze', 'sviests', 'sūkalu produkts'];[];0;6;0;[];['vājpiena pulveris', 'iebiezināts vājpiens', 'iebiezinātas sūkalas', 'laktoze', 'sviests', 'sūkalu produkts'];[]
n95;14;14;468;['cukurs', 'zemesrieksti', 'iebiezināts piens ar cukuru', 'piens', 'cukurs', 'glikozes sīrups', 'vafeles', 'kviešu milti', 'ciete', 'olu pulveris', 'irdinātājs nātrija hidrogēnkarbonāts', 'sāls', 'emulgators saulespuķu lecitīni', 'sāls'];['v ze\ns mmesrie .\nmilti, ciete a matu serbets. sastā\nsausā vi 4 pulveris, irdinā stāvdaļas:\nsugar} etā {18+3}* c te rdinātājs nātrija re zemesrieksti 26%, iebi\nma „ glucose syrup, w mperatūrā. 69 0 idrogēnkarbonāt sti 26%, iebiezināts piens ar cukuru {pi\ny contain , wafers {wh riental 5, sāls, emulgato kuru {piens, cukurs}, gli ,\ncu traces eat fi sw gators saulespuķ : $}, glikoz\nidrokarms ienašā other nuts. keep a dmišaa ae ngredents ds sāls. var}, glid 8+3}* c gdžemi raising agent sodium h} ar, peanuts 26%, sweetened aļiņas. uzglabāt\ntemperatūroj as, druska, emulsiklis | gliukozēs sirup žemes riešutu saldai um hydrogen carbonate salt ned condensed milk {milk\nmperatūroje. €s0 maapāhkliš is lecitinai upas, vaīliai {kvieti y saldainiai. sudedamosi „salt, emulsifier sunt lkirinalt\n{nisujahu, tārkli aapāhklišerb ai {saulēmama vei {kvietiniai miltai, ki amosios dalys: cukrus, žemēs ri ower lecīthin}, sal\na „ tārklis, mu rbett. koosti gražu}}, druska. sudēty, iltai, krakmolas, kiaušiniņy mi rus, žemēs riešutai 26 ? 1.\npāhkleid. sāilitada j napulber, kergitusai sosad: suhku .sudētyje gali būti ki  kiaušiniu milteliai, tešlos ki %, saldintas\nmile sai adas retas taa praida bi atvere\nmioko3hbli c p\'* muep6et. coca: c, urustaja eestis:0 34, emulgaator pāevali . piim, suhkur}, glūkoosisii at} c\ns onconnennoli avikajam too} ios nok ko nā apaslie ši, tv ns, pērguvālja - u cs toode vēl s raltata trimvaid\nnmuesoli uehhoctm b 100 r ppolvata lu moxket a lennaro amuhbiā lēma monoko c caxapom a uenon vald, 75306, harjumaa eesti\nyrnego/nbl — 69 i. mmnoprep m {cornack4o tp c0 apyrme opexu. x k, pazpbiximtejib mj ok oe kopobbe mojnoko , ,\nņinonho * tc 022/2011}: pakmtb bc pokkap6ohat ha „ {axap},\nbacmnbebckoro octpoba, a4om 70 moyehhbili : 3heprermue yxom mecte npm temn tpma, cojib, 3m\narašido vy čerbet ā ukrovika a, 10m. 69m hi ha renpmas uehhoctb — 1809 kļļx/ pin a creme siena\n{pšeničnā mika, škrob, vaječny īm zložky: cukor viujm 323-04-16. a 000 "co0", 199178, ca šenku — 8,1 r, xmpbl nr\norechy. skladovat v chlade a ududi teu lātka hyd idy 26%, sladenē kond puma bant", 236016 r. ka , cankt-nlerepoypr r., 5-4 jmhma\nona eu.sk ep arašidovy  etbet- a distribīcas arēnā nī sol emulgātor kč {mliek aa\nvi - r . m gr -1.1. . 1 nečni z ni : 4 ukozovy : } \'\novinka. složeni: cukr, arašidy 06 } 497101 prievidza love ž sol. produkt māže  akmatīnē\n6, slazenē zahuštēnē miēko. 4 republika, tel.: 00421-46-541 e3634\no {mleko, cukr}, glukozovy sirup oplātky\njinya\n\nīnšen eu.\np eničnā mouka, škrob, vaječny prāšek\norechū. skladovat v chladu a suc uu : „kyprici lātk n\n{18+3}7c, a hydrogenuhličitan sodny, sūl, emulgātor sluneč\n\nļ nečnicovy lecitin}, sūl mūže obsah i\n\n/5u!. ovat stopyjiny\n\nzemesriekstu izcelsme. es ččar eikit " žemēs riešutu kilmēs vi\nnta latvijoje < valmist pēvod arašidov nie j s vieta ne es. maapāhklite\nje - valmistatud lātis + lpon 3 je v eu. pūvod arašidū neni v eu.\nneko b jlargmu + vyrobenē v loty55" vyrobeno v lotyšsku\n-_\n\nāritolu muu kui el.\n\n\n'];3;2;['iebiezināts piens ar cukuru', 'piens', 'olu pulveris'];['piens', 'piens'];2;1;0;['piens', 'piens'];['olu pulveris'];[]
n96;21;21;279;['vācija', 'marcipāna masa', 'cukurs', 'mandeles', 'ūdens', 'mitrumuzturētājs', 'sorbīts', 'invertcukura sīrups', 'glikozes sīrups', 'mitrumuzturētājs', 'invertāze', 'baltā šokolāde', 'cukurs', 'kakao sviests', 'pilnpiena pulveris', 'emulgators', 'sojas lecitīns', 'dabīgs vaniļas aromatizētājs', 'zemeņu aromatizētājs', 'krāsviela', 'biešu sarkanais'];[': {vācija} marcipāna masa -707, icukurs, mandeles - 38%, ūdens, mitrumuzturētājs - sor\n\ngukozes sīrups, mitrumuzturētājs - invertāze}, baltā šokolāde 90% {cukurs , pilnpiena pulveris, emulgators sojas ecitīns, dabīgs vaniļas arom\n\ngromatizēlājs, krāsviela - biešu sarkanais. produkts var: +18”c + 3*c, nepaklaut saules starie\nmapumnak 8 genom uokonane co bkycom k/iyohhkm. coctab: {fepmakna} macca m3 mapumnana 70% {caxap, mahgab 38%, bona, arenī enarovnepuma\n\nahbepthbim caxaphbim cupon, rmioko3hbit cvpon, whbepra3a}, čenbif lokonaj 307 {uaxap, kaka0-mac/10, uejibho8 cyx00 moaoko, 3mv/ibratop: coebbiāi ne\n\nuu\nnn\n\n|\ngtypa/ibkbit apomatu3atop: bahmw/1b}, apommatm3atop "aghtmnhbim hat/pajibhomy, kpacnīejib: kpackbili cbeko/ibhbili. nīpojykt moket conepoatb 4actmui apaxnca\n\nemnepaīype +18 { +3” c m npu othocmtejibhon bjamkhoctm he gonee 757 te ponyckatb nonaganma npambix cojihenhbix nyveji\n\nb3 martsipan maasikamaitselises šokolaadis koostis: {saksamaa} s adībem mass - 704 {suhkur, mandlid 38%, vesi, niiskuse sāilitaja - sorbitool, invertsuhkruslirus  ibirb cunan\nuiskuse salitaja - invertaas}, valge šokolaad 30% {suhkur, kakaovāj, tāispiimapulber, emugaator - sojaletsitin, looduslik vanilje aroomaine}, maasika aroomaine, vārvaine suhkrud / bvorgf s\npeecipunane. \'00de vēlo sisaldada maapāhkli osakesi. soovitatav sāilitustemperatuur: +187c + c. mitte hoida paikese kāes ega sūgavkūlmutada | protein / olbaltumvie\n\ndk marcipan i chokolade med jordbarsmag. ingredienser: {tyskland} atīoeīm t0 4 |sukker, mandler nedder -38 %, vand, fugtighedsbevarende middel - = t/ sāls / cons/$\nenrhit a | j 4 . m" | a 0 {6 ā jū / 3818 / l0b\nsorblto, invertsukkersirup, glukosesirup, fugtighedsbevarende middel - invertase}, hvid chokolade 30% {sukker, kakaosmor, hel melkepulver, emulgator - soja iecithin, naturīg\nvaniljesmag ā—u aromastof - jordbar, farvestof - radbederod. produktet kan indeholde jordneddepartikler. anbefalet opbevaringstemperatur: +18 "c + 3 "c. hold ude a producer/ ražotājs/ |\noirekte solys. frys ikke ā\n\nmarsipan i choklad med jordgubbssmak. ingredienser: poker marsipanmassa -70 % {socker, mandel nētter -38 %, vatten, fuktbevarande medel - 8\nnvertsockersirap, glukossirap, fuktoevarande medel - mo vit choklad 30 4 {socker, kakaosmār, im m pin emulgeringsmedel - sojalecitin, ne\nnatwurug arom - jorogubbe, fargāmnen - rādbetsrād. produkten kan innehālla spār av jordnētter. rekommendera forvaringstemperatur: +18 ,\n\n"m\n\naa m\n\n\n'];1;1;['pilnpiena pulveris'];['pilnpiena pulveris'];1;0;0;['pilnpiena pulveris'];[];[]
n97;16;16;189;['kviešu milti', 'augu tauki', 'palmu', 'basijas', 'cukurs', 'sausās sūkalas', 'kafija', 'kakao pulveris ar samazinātu tauku saturu', 'sviests', 'no piena', 'olu pulveris', 'ciete', 'sāls', 'aromatizētājs', 'emulgators saulespuķu lecitīni', 'irdinātājs nātrija hidrogēnkarbonāts'];[': kviešu milti, augu tauki {palmu, basijas}, cukurs,\n\nsausās sūkalas, kafija 2%, kakao pulveris ar samazinātu tauku saturu, sviests {no piena}, age\nnutrition |\n\nolu pulveris, ciete, sāls, aromatizētājs, emulgators saulespuķu lecitīni, irdinātājs nātrija\n/ servings per contc\n\nhidrogēnkarbonāts, var. uzglabāt sausā vietā\nserving size/portio\na os, s ae ā\n\n{183} { temperatūrā. €+9 wafer cake classic, ingredients: wheat flour, vegetable\nfat {palm, shea}, sugar, whey powder, coffee 2%, fat-reduced cocoa powder, butter {milk},\npowder, dr, salt, flavouring, emulsifier sunflower iecithins, raising agent sodium\ninn {arbonate, may contain traces of nuts and peanuts, keep d { 843}” {,\ndauerbackware klassik, zutaten:, weizenmehl, pflanzenfett {palm, shea}, zucker,\nmolkepulves, kaffee 2%, fettarmes kakaopulver, butter {milch}, vinna stārke,\nsalz, aroma, emulgator sonnenblumenlecithine, backtriebmittel ji rogencarbonat,\nkana spuren von sdralenfrūdīten und erdniissen enthalten. trocken lagerm {183} c,\nd vaflinis tortas classic, sudedamosios days: kvietiniai miltai, — riebalai\ni ieiet agra kava 2%, liesi kakavos milteliai, sviestas\n\njas}, klausiniu militeliai, krakmolas, druska, kvapioji — emulsiklis lecitinai\n„tešlos kildymo medžiaga natrio karbonatai, gali būti riešutu iržemēs riešutu\n\nlalkyti sausoje vietoje {184+3}” c temperatūroje, ed vahvlitort classic,\nkoostisosad, nisujahu, taimsed rasvad {palm, shea} sufikur vadakunulber. kohu 204\n\namount per serving/gu\n\n0%-|{0}4{-17404:|\n\ntotal fat/lipides total 1\nsaturated fat/saturēs £€\ntrans fat/trans 0g\n\n\n'];4;4;['sausās sūkalas', 'sviests', 'no piena', 'olu pulveris'];['olu pulveris', 'sūkalas', 'sviests', 'piena'];4;0;0;['olu pulveris', 'sviests', 'sūkalas', 'piena'];[];[]
n98;13;13;317;['sāls', 'ciete', 'cukurs', 'palmu tauki', 'maltodekstrīns', 'vistas tauki', 'garšvielas', 'aromatizētāji', 'kaltēti burkāni', 'pētersīļi', 'rauga ekstrakts', 'skābe e330', 'vistas gaļas pulveris'];['a\n\nkanamaitselised puljongikuubikud. koosti\n\nporgandid, peterseli, pārmiekstrakt, hape f\n\n100 g: energiasisaldus 1090 kj/ 261 kca\n\n19,2 g. parim enne: vaata pake\nāritolu: el. edasimūūja eestis\n\nosad: sool, tārklis, suhkur, palmirasv, maltodekstriin, kanarasv 19\nkanaliha pulber 0,1%. vēib sisaldada gluteeni, piima, muna, selle\ng, miliest kullastunud rasvhapped 6,8 g, sūsivesikud 33,3 g, millest s\n\nco vw\n\npētersiļi, rauga ekstrakts, skābe e3\nerģētiskā vērtība 1090 kj/ 261 kcal, t\n5 49,2 g. ieteicams līdz: skatīt uzg\n1 pasūtījuma. sāls izcelsme: es tītājs latvijā: sia rimi latvia, a. deglava iela 161, rīga, lv-1021. bezmaksas tālrunis\n\nocesā}ņ av\n\nvištienos skonio sultinio kubeliai. sudedamosios dalys: druska, krakmolas, cukrus, palmiu riebalai, maltodekstrinas,\nkvapioji medžiaga, vištienos riebalai 1%, prieskoniai, džiovintos morkos, pertažoles, mieliu ekstraktas, rūgštis e330,\nvištienos mesos milteliai 0,1%. gali būti glitimo, pieno, kiaušiniu, salieru, soju ir garstyčiu pēdsaku. 100 g produkto\nmaistingumas: energinē vertē 1090 kj/ 261 kcal, riebalai 13,7 g, iš kuriu sočiuju riebalu rūgščiu 6,8 g, ana ievanceniai 33,3 g, iš\nkuriuy cukru 15,3 g, skaidulinēs medžiagos 0,4 g, baltymai 0,5 g, druska 49,2 g. geriausias iki: žr. ant pakuoteēs. laikyti sausoj\nvietoje. paruošimo instrukcija: ats jmeskīte 1 kubeli | 500 ml verdančio vandens. pagaminta vokietijoje pagal specialu rimi\ns. platintojas lietuvoje: uab „rimi lietuva”, spaudos g. 6-1, lt-05132, vilnius, lietuva. nemokamas\n\nklientu aptar. 8 800 e23000. *gaminant produkta nenaudotas aromato ir skonio stipriklis e621.\n\nužsakyma. druskos kilmē: es\nbynnbohhbie kvomkm co skycom kypmubi. {1pom3beneho 8 tepmmahum z en\nno cneumanbhomy 3aka3y rīmi. g > ba pap\n\n--\nnn tat.\n3,1 9, 1051\n\n} 0\n\nc\nm nec\n{fo\no cc\n2\nco\n|*\npb}\n"\nov\n\n=}\no} t\n”\n”\n\nnn\nrmmf\nx\n\n—\nmb\n\nkuivas kohas aaimietamisē jukend: lahustada 1 kuubik 500 ml kuumas vees. toodetud saksamaal rimi eritellimusel.\ndikūla, rae vald, 75308 harjumaa, eesti. infotelefon eestis: +372 6056333. *valmistamisel\n\nļ\n\n0, vūrtsid, lohna- ja maitseaine, kuivatatud\nri, soja ja sinepi jalgi. toitumisalane teave\nuhkrud 15,3 g, kiudained 0,4 g, valgud 0,5 g,\n\nluna\n\n050 672381 > |\n= ——— or mē\n\n'];2;0;['vistas tauki', 'vistas gaļas pulveris'];[];0;2;0;[];['vistas tauki', 'vistas gaļas pulveris'];[]
